abs_English,abs_Chinese,abs_Original
"Cosmetics containing water-insoluble porous materials impregnated with cosmetic components having anti-ultraviolet effects|The invention relates to a cosmetic composition having an anti-ultraviolet effect and a cosmetic comprising a water-insoluble porous material impregnated with the cosmetic composition,  The absorption of the anti-ultraviolet agent to the water-insoluble porous material is effectively reduced,  so that the anti-ultraviolet agent contained in the cosmetic composition has a desired anti-ultraviolet effect (anti-ultraviolet factor/degree).",含有浸渍有抗紫外线作用的化妆品成分的不溶于水的多孔材料的化妆品|本发明涉及一种具有防紫外线效果的化妆品组合物和含有浸渍上述化妆品组合物的不溶于水的多孔材料的化妆品，有效地减少防紫外线剂对不溶于水的多孔材料的吸收，从而使该化妆品组合物中所含的防紫外线剂具有预期的防紫外线效果(防紫外线因子/度)。,"MỸ PHẨM CHỨA VẬT LIỆU XỐP KHÔNG TAN TRONG NƯỚC ĐƯỢC TẨM THÀNH PHẦN MỸ PHẨM CÓ TÁC DỤNG CHỐNG TIA CỰC TÍM|Sáng chế đề cập đến thành phần mỹ phẩm có tác dụng chống tia cực tím và mỹ phẩm chứa vật liệu xốp không hoà tan trong nước được tẩm thành phần mỹ phẩm nêu trên,  và có hiệu quả làm giảm việc hấp thụ của chất chống tia cực tím vào vật liệu xốp không tan trong nước,  từ đó tạo hiệu quả chống tia cực tím (yếu tố/mức độ ngăn ngừa tia cực tím) như mong đợi nhờ chất chống tia cực tím chứa trong thành phần mỹ phẩm."
"The invention relates to a process for extracting rhodophyll seeds with high fat content,  and discloses a method for extracting rhodophyll seeds with high fat content.|The method for extracting the rhodophyllum seed with high fat content is obtained by separating the rhodophyllum seed coat from the seed and extracting the rhodophyllum seed with an organic solvent. The physical properties of the dried extract are improved,  and the obtained composition has high fat content. Suitable for use as a ingredient in cosmetics-a new request for renewal. On Feb. 26,  2016,  the present invention provides a composition comprising an extract of rhodophyllum seed. The invention also provides a rhodamine seed standard extract with high total fatty acid content and physical characteristics of the rhodamine seed standard extract. The cosmetic containing the rhodophyllum seed extract has stable ingredients and no irritation,  and can be used for controlling the production and quality of the rhodophyllum seed extract and the cosmetic.",高脂肪含量红毛丹种子的提取工艺。|通过将红毛丹种皮与种子分离，用有机溶剂提取红毛丹种子，获得高脂肪含量的红毛丹种子提取方法。并改善了干燥提取物的物理特性，得到的组合物脂肪含量高。适合用作化妆品中的成分--更新的新请求。2016年2月26日，本发明提供了一种含有红毛丹籽提取物的组合物。本发明还提供了一种高总脂肪酸含量的红毛丹籽标准提取物及其物理特性。而含有红毛丹籽提取物的化妆品成分稳定，无刺激性，可以控制红毛丹籽提取物和化妆品的生产和质量。,กรรมวิธีการสกัดเมล็ดเงาะที่มีปริมาณไขมันสูง|แก้ไขบทสรุปการประดิษฐ์      10/11/2558 กรรมวิธีการสกัดเมล็ดเงาะที่มีปริมาณไขมันสูง ทำได้โดยแยกเปลือกหุ้มเมล็ดเงาะ ออกจากเมล็ด สกัดเมล็ดเงาะด้วยตัวทำละลายอินทรีย์ และปรับปรุงลักษณะทางกายภาพของสารสกัดแห้งองค์ประกอบที่ได้มีปริมาณไขมันสูง เหมาะสมในการใช้เป็นส่วนประกอบในเครื่องสำอาง-------------------------------------------------------------คำขอใหม่ปรับปรุง วันที่ 26/02/2559          การประดิษฐ์จัดให้มีองค์ประกอบที่มีสารสกัดเมล็ดเงาะ กรรมวิธีการเตรียม และการใช้องค์ประกอบดังกล่าวเป็นส่วนประกอบในเครื่องสำอาง นอกจากนี้การประดิษฐ์ยังจัดให้มีสารสกัดมาตรฐานเมล็ดเงาะที่มีปริมาณกรดไขมันรวมสูง และทราบคุณสมบัติทางกายภาพ และครื่องสำอางที่มีองค์ประกอบของสารสกัดเมล็ดเงาะมีความคงตัว ไม่ก่อให้เกิดการระคายเคือง ที่ซึ่งสามารถควบคุมการผลิตและคุณภาพของสารสกัดเมล็ดเงาะ และเครื่องสำอางได้
"The invention relates to a process for extracting rhodophyll seeds with high fat content,  and discloses a method for extracting rhodophyll seeds with high fat content.|The method for extracting the rhodophyllum seed with high fat content is obtained by separating the rhodophyllum seed coat from the seed and extracting the rhodophyllum seed with an organic solvent. The physical properties of the dried extract are improved,  and the obtained composition has high fat content. Suitable for use as a ingredient in cosmetics-a new request for renewal. On Feb. 26,  2016,  the present invention provides a composition comprising an extract of rhodophyllum seed. The invention also provides a rhodamine seed standard extract with high total fatty acid content and physical characteristics of the rhodamine seed standard extract. The cosmetic containing the rhodophyllum seed extract has stable ingredients and no irritation,  and can be used for controlling the production and quality of the rhodophyllum seed extract and the cosmetic.",高脂肪含量红毛丹种子的提取工艺。|通过将红毛丹种皮与种子分离，用有机溶剂提取红毛丹种子，获得高脂肪含量的红毛丹种子提取方法。并改善了干燥提取物的物理特性，得到的组合物脂肪含量高。适合用作化妆品中的成分--更新的新请求。2016年2月26日，本发明提供了一种含有红毛丹籽提取物的组合物。本发明还提供了一种高总脂肪酸含量的红毛丹籽标准提取物及其物理特性。而含有红毛丹籽提取物的化妆品成分稳定，无刺激性，可以控制红毛丹籽提取物和化妆品的生产和质量。,กรรมวิธีการสกัดเมล็ดเงาะที่มีปริมาณไขมันสูง|แก้ไขบทสรุปการประดิษฐ์ 10/11/2558 กรรมวิธีการสกัดเมล็ดเงาะที่มีปริมาณไขมันสูง ทำได้โดยแยกเปลือกหุ้มเมล็ดเงาะ ออกจากเมล็ด สกัดเมล็ดเงาะด้วยตัวทำละลายอินทรีย์ และปรับปรุงลักษณะทางกายภาพของสารสกัดแห้งองค์ประกอบที่ได้มีปริมาณไขมันสูง เหมาะสมในการใช้เป็นส่วนประกอบในเครื่องสำอาง-------------------------------------------------------------คำขอใหม่ปรับปรุง วันที่ 26/02/2559 การประดิษฐ์จัดให้มีองค์ประกอบที่มีสารสกัดเมล็ดเงาะ กรรมวิธีการเตรียม และการใช้องค์ประกอบดังกล่าวเป็นส่วนประกอบในเครื่องสำอาง นอกจากนี้การประดิษฐ์ยังจัดให้มีสารสกัดมาตรฐานเมล็ดเงาะที่มีปริมาณกรดไขมันรวมสูง และทราบคุณสมบัติทางกายภาพ และครื่องสำอางที่มีองค์ประกอบของสารสกัดเมล็ดเงาะมีความคงตัว ไม่ก่อให้เกิดการระคายเคือง ที่ซึ่งสามารถควบคุมการผลิตและคุณภาพของสารสกัดเมล็ดเงาะ และเครื่องสำอางได้
"Oil-in-water emulsion cosmetics|The invention relates to a water-based oil emulsion cosmetic containing a large amount of ultraviolet absorber and ultraviolet scattering agent in the oil phase,  so as to achieve high SPF and at the same time bring a unique fresh feeling to users when applied to skin. The invention relates to an oil-in-water type emulsion cosmetic,  which is different in that the composition comprises (a) a hydrophobic modified alkyl cellulose in an amount of 0.05-1% by mass,  (b) an oil type composition in an amount of 5-40% by mass,  (c) a hydrophobic surface ultraviolet light scattering agent in an amount of 2.5-30% by mass,  and (d) an aqueous phase thickening agent with low salt resistance;  Wherein the ultraviolet scattering agent (C) is dispersed in the oil phase.",水性油乳型化妆品|本发明是一种在油相中含有大量紫外线吸收剂和紫外线散射剂的水性油乳型化妆品，以达到高SPF，并同时在涂于皮肤上时给使用者带来与众不同的清新感觉。 本发明涉及一种水包油型乳液化妆品，其不同之处在于，所述组合物含有(a)用量为0.05~1%质量的疏水改性烷基纤维素，(b)用量为5~40%质量的油型组合物，(c)用量为2.5~30%质量的疏水表面紫外光散射剂，(d)低耐盐性的水相增稠剂； 其中紫外光散射剂(C)分散在油相中。,"MỸ PHẨM DẠNG NHŨ TƯƠNG DẦU TRONG NƯỚC|Sáng chế đề cập đến mỹ phẩm dạng nhũ tương dầu trong nước chứa một lượng lớn chất hấp thụ tia tử ngoại và chất tán xạ tia tử ngoại trong pha dầu để đạt được SPF cao và,  đồng thời đem lại cảm giác tươi mới khác biệt cho người sử dụng khi được bôi lên da. Sáng chế đề cập đến mỹ phẩm dạng nhũ tương dầu trong nước,  khác biệt ở chỗ,  chế phẩm này chứa (A) alkyl xenluloza biến tính kị nước với lượng nàm trong khoảng từ 0, 05 đến 1% khối lượng,  (B) thành phần dạng dầu với lượng nằm trong khoảng từ 5 đến 40% khối lượng,  (C) chất tán xạ tia tử ngoại có bề mặt kị nước với lượng nằm trong khoảng từ 2, 5 đến 30% khối lượng,  và (D) chất làm đặc pha nước có tính dung nạp muối thấp;  trong đó chất tán xạ tia tử ngoại (C) được phân tán trong pha dầu."
"Pharmaceutical preparations,  antiallergic agents,  foods and cosmetics containing extracts of the genus Justicia|The invention relates to a pharmaceutical composition,  an antiallergic agent,  a food composition and a cosmetic composition,  which comprise an extract of a plant of the genus Justicia or a fragment thereof as an active ingredient. The secretion of the extract of the invention belongs to the plant extract or the secretion of the extract can inhibit the secretion and extravasation of mast cell and basophilic granulocyte IgE antibody,  and shows good antiallergic effect,  thus effectively preventing,  treating or improving the disease condition of allergic diseases. & LT;  IMAGE1",含春分属(Justicia)植物提取物的药物组合物，抗过敏剂，食品和化妆品|本发明涉及一种药物组合物，抗过敏剂，食品组合物和化妆品组合物，其包括春分属(Justicia)植物的提取物或其片段作为有效成分。 本发明提取物的分泌物属植物提取物或提取物的分泌物可抑制肥大细胞和嗜碱性粒细胞IgE抗体的分泌和外渗，表现出良好的抗过敏作用，因而可有效预防，治疗或改善变态反应性疾病的病情。&LT；IMAGE1,"CHẾ PHẨM DƯỢC,  TÁC NHÂN CHỐNG DỊ ỨNG,  THỰC PHẨM VÀ MỸ PHẨM CHỨA CHẤT CHIẾT CỦA CÂY THUỘC CHI XUÂN TIẾT (JUSTICIA)|Sáng chế đề cập đến chế phẩm dược,  tác nhân chống dị ứng,  chế phẩm thực phẩm và chế phẩm mỹ phẩm bao gồm chất chiết của cây thuộc chi Xuân tiết (Justicia) hoặc một phân đoạn của nó dưới dạng thành phần hoạt tính. Chất chiết của cây thuộc chi Xuân tiết hoặc phân đoạn chiết của chất chiết theo sáng chế có thể ức chế sự tiết kháng thể IgE và sự thoát bọng của các tế bào mast và tế bào bạch cầu ái kiềm,  và biểu hiện tác dụng chống dị ứng tốt,  do đó có thể phòng,  điều trị hoặc cải thiện tình trạng bệnh dị ứng một cách hiệu quả.&lt; Image1"
"Elastic gel composition and liner cosmetic containing same|The invention relates to a hydrophobic modified polyether type urea-formaldehyde thickening oil-in-water emulsifier composition,  which has improved high temperature stability and can produce a single hand feeling like a pie. In particular,  the present invention relates to a differential elastic gel composition having a hydrophobically modified polyether urea introduced into an oil-in-water emulsion composed of oil droplets with an average particle size of 150nm or less. The elastic gel composition is transparent or translucent,  gives an elastic feeling such as pudding,  has high viscosity stability at high temperature,  and is suitable for being used as cosmetic lining. Hydrophobically modified polyether urea is especially good if PEG-240/right acyl tetraglucan-20/HDI copolymer is used. & LT;  IMAGE1",弹性凝胶组合物和含有此组合物的化妆品衬里|本发明涉及一种疏水改性聚醚型脲醛增稠水包油乳化剂组合物，该组合物具有改善的高温稳定性，并能产生像馅饼一样的单一手感。 具体地说，本发明涉及一种差别弹性凝胶组合物，其疏水改性聚醚脲已引入由平均粒径150nm或更小的油滴组成的水包油乳液中。 该弹性凝胶组合物为透明或半透明，给人的弹力感觉如布丁，在高温下具有较高的粘度稳定性，适合用作化妆品衬里。 疏水改性聚醚脲，若以PEG-240/右酰基四葡聚糖-20/HDI共聚物尤其好。&LT；IMAGE1,"CHẾ PHẨM DẠNG GEL ĐÀN HỒI VÀ MỸ PHẨM LÓT CHỨA CHẾ PHẨM NÀY|Sáng chế đề cập đến chế phẩm nhũ hóa dầu trong nước được làm đặc bằng uretan polyete được cải biến kỵ nước,  chế phẩm có độ ổn định ở nhiệt độ cao được cải thiện và tạo ra cảm giác đơn nhất như bánh putđinh. Cụ thể,  sáng chế đề cập đến chế phẩm dạng gel đàn hồi khác biệt ở chỗ uretan polyete được cải biến kỵ nước đã được đưa vào nhũ tương dầu trong nước bao gồm giọt dầu với đường kính hạt trung bình là 150 nm hoặc nhỏ hơn. Chế phẩm dạng gel đàn hồi là trong suốt hoặc trong mờ,  tạo ra cảm giác đàn hồi như bánh putđinh,  có sự ổn định độ nhớt cao ở nhiệt độ cao,  và thích hợp để sử dụng làm mỹ phẩm lót. Uretan polyete được cải biến kỵ nước đặc biệt tốt hơn nếu là PEG-240/dexyltetradexeth- 20/HDI copolyme.&lt; Image1"
"The utility model relates to a cosmetic set with a foam tabletting and skin toner.|One figure of the present invention relates to an effervescent tablet comprising a combination of a water-soluble lubricant and a cosmetic composition. In one view of the present invention,  water is made from carbonized water,  which may be used together. One figure of the present invention relates to bubble foam sheets compounded from sealed hydroxy acids. And a water-soluble lubricant,  and a cosmetic composition using a skin toner to prevent the tabletting particles from floating and to cause the tabletting particles to form a carbon gas. Sulfur dioxide is rapidly added to the cosmetic ingredients to provide a maximum visual effect,  including carbon dioxide,  so that it has whitening,  brightening and whitening effects. Moisturizing skin and improving pores.",带泡沫压片和皮肤爽肤水的化妆品套装。|本发明的一个图涉及由水溶性润滑剂和化妆品组合物组合而成的气泡泡腾片。在本发明的一个图中，水是由碳化后的水制成的，该碳化后的水可以一起使用。本发明的一个图中涉及由密封的羟基酸复合而成的气泡泡泡片。和水溶性润滑剂，以及使用皮肤爽肤水的化妆品组合物，以防止压片颗粒漂浮，并使压片颗粒形成碳气体。在化妆品成分中快速添加二氧化硫，使其具有最大的视觉效果，包括二氧化碳的作用，因此，它具有美白、亮白和。滋润肌肤，改善毛孔。,"ชุดสำเร็จเครื่องสำอางที่ประกอบรวมด้วยเม็ดแทปเบล็ตแบบพลุ่งเป็นฟอง และ โทนเนอร์ผิวหนัง|หนึ่งรูปการของการประดิษฐ์ครั้งนี้ จะเกี่ยวข้องกับเม็ดแทปเบล็ตแบบพลุ่งเป็นฟองที่ประกอบรวมด้วยสารทำให้การหล่อลื่นที่ละลาย-น้ำได้,  และ องค์ประกอบเครื่องสำอาง น้ำถูกคาร์บอนเนทที่ถูกทำให้สามารถทำการใช้ร่วมไปพร้อมกันได้ หนึ่งรูปการของการประดิษฐ์ครั้งนี้จะเกี่ยวข้องกับเม้ดแทปเบล็ตแบบพลุ่งเป็นฟองที่ประกอบรวมด้วยไฮดรอกซี แอซิดเนื้อผนึก และสารให้การหล่อลื่นที่ละลาย-น้ำได้,  และ องค์ประกอบเครื่องสำอางโดยใช้โทนเนอรืผิวหนังสำหรับการป้องกันเม็ดแทปเบล้ตจากการลอยตัว และ การปล่อยให้เม็ดแทปเบล็ตฟอรืมแก๊ซคาร์บอน ได-ออกไซด์ได้อย่างรวดเร็วในองค์ประกอบเครื่องสำอางเพื่อที่จะทำให้เป็นผลปรากฎเห็นเเก่สายตาสูงสุด และ รวมทั้ง ผลของคาร์บอน ไดออกไซด์,  ด้วยเหตุนั้น จึงแสดงถึงผลการให้ความขาว, การให้ความสว่าง และ การให้ความชุ่มชื้นแก่ผิวหนัง และการปรับปรุงให้ดีข้นแก่รูขุมขน"
"Solid powder cosmetic|It is an object of the present invention to provide a solid powder cosmetic;  Has excellent impact resistance and use conditions,  even boron nitride;  Mass integration of spherical resin powder;  The present invention provides a method comprising :  12-;  30% by mass of synthetic fluorite iron;  Boron nitride 5-15 wt%;  And 5-15%;  Modifying the mass of organosilicon-phenyl spherical elastic powder.",固体粉末化妆品|本发明的目的是提供一种固体粉末化妆品；具有优异的抗冲击性和使用条件，即使是氮化硼和；球形树脂粉末大量集成；本发明提供一种包括：12-；30%质量的合成萤石铁；氮化硼质量5-15%；和5-15%；改性有机硅-苯基球形弹性粉末的质量。,เครื่องสำอางชนิดผงของแข็ง|วัตถุประสงค์ของการประดิษฐ์ครั้งนี้ คือ เพื่อจัดให้เครื่องสำอางชนิดผงของแข็งที่ ; ดีเยี่ยมในความต้านทานแรงกระแทก และ สภาพสามารถใช้งานได้ ถึงแม้ว่าโบรอน ไนไตร์ด และ ; ผงเรซินทรงกลม จะถูกผสานรวมในปริมาณจำนวนมาก.;  การประดิษฐ์ครั้งนี้ จะจัดให้เครื่องสำอางชนิดผงของแข็งที่ประกอบรวมด้วย :  12-; 30%มวลของเหล็กฟลูออร์โฟลโกไพท์สังเคราะห์;  5-15%มวลของโบรอน ไนไตร์ด;  และ 5-15% ; มวลของผงอีลาสติคทรงกลมซิลิโคนถูกดัดแปร-ฟีนิล.
"Oligomeric hydroxycarboxylic acid esters and uses thereof.|The present invention relates to low carbon hydroxysilicates,  cosmetics and cosmetics containing such esters,  and the use of these esters as thickeners. Specifically,  for surfactant-clathrated compositions,  the invention relates to oligomeric carboxylic acid esters,  cosmetic and pharmaceutical substances containing such esters,  and the use of these esters as thickeners,  in particular for surfactant-containing compositions.",低聚羟基羧酸酯及其应用。|本发明涉及低碳羟基硅酸酯、药妆剂和含有这种酯的药妆剂，以及这些酯作为增稠剂的用途。具体而言，对于表面活性剂包合的组合物，本发明涉及一种寡羟基羧酸酯，含有这种酯的化妆品和制药物质，以及这些酯作为增稠剂的用途，特别是用于含有表面活性剂的组合物。,"เอสเทอร์ของกรดโอลิโก-ไฮดรอกซิคาร์บอกซิลิกและการใช้ของมัน|แก้ไขบทสรุปการประดิษฐ์ 17/2/2559 การประดิษฐ์นี้เกี่ยวข้องกับเอสเทอร์ของกรดโอลิโก-ไฮดรอกซิคาร์บอนซิลิก,  สารเวชสำอางและสารทางเภสัชกรมมที่มีเอสเทอร์ดังกล่าวและการใช้ของเอสเทอร์เหล่านี้เป็นสารเพิ่มความข้น โดยเฉพาะสำหรับองค์ประกอบที่รวมด้วยสารลดแรงตึงผิว---------------------------------------------------------------- การประดิษฐ์นี้เกี่ยวข้องกับเอสเทอร์ของกรดโอลิโก-ไฮดรอกซิคาร์บอกซิลิก,  สารเครื่องสำอางและสารทางเภสัชกรรมที่มีเอสเทอร์ดังกล่าวและการใช้ของเอสเทอร์เหล่านี้เป็นสารเพิ่มความข้นโดยเฉพาะสำหรับองค์ประกอบที่มีสารลดแรงตึงผิว"
"Oil-in-oil emulsion cosmetics for skin|The invention relates to a water-in-oil emulsion cosmetic for skin,  which comprises the following components (a) to (e) :  (a) 5-50% by weight of water,  (b) 1-20% by weight of ethanol,  (c) 0.1-50% by weight of volatile oil of formula (1),  (e) 2-50% by weight of hydrophobic zinc oxide or hydrophobic titanium dioxide,  hydrophobic zinc oxide and hydrophobic iron oxide. The water-in-oil emulsion dosage form cosmetic for skin of the invention contains powder (E) component,  prevents powdery slippery feeling on skin with time after administration,  has good adaptability to skin during administration,  and improves adhesion to skin after administration.",皮肤用油包水乳液型化妆品|本发明涉及一种用于皮肤的油包水乳剂型化妆品，该化妆品含有以下(a)至(e)成分 :  (a)重量为5~50%的水，(b)重量为1~20%的乙醇，(c)式(1)挥发油，重量为0.1~50%，(e)疏水氧化锌或疏水二氧化钛，疏水氧化锌和疏水氧化铁，重量为2~50%。 本发明用于皮肤的油包水乳剂型化妆品含有粉末(E)成分，防止了给药后皮肤上随时间而产生粉末状的滑感，同时给药时对皮肤具有良好的适应性，提高了给药后对皮肤的附着力。,"MỸ PHẨM DẠNG NHŨ TƯƠNG NƯỚC TRONG DẦU DÙNG CHO DA|Sáng chế đề cập đến mỹ phẩm dạng nhũ tương nước trong dầu dùng cho da chứa các thành phần từ (a) đến (e) sau :  (a) nước với lượng nằm trong khoảng từ 5 đến 50% trọng lượng,  (b) etanol với lượng nằm trong khoảng từ 1 đến 20% trọng lượng,  (c) thành phần dầu dễ bay hơi với lượng nằm trong khoảng từ 2 đến 50% trọng lượng,  (d) carboxy dexyl trisiloxan có công thức (1) với lượng nằm trong khoảng từ 0, 1 đến 5% trọng lượng,  (e) kẽm oxit kỵ nước hoặc titan dioxit kỵ nước,  kẽm oxit kỵ nước,  và sắt oxit kỵ nước với lượng nằm trong khoảng từ 2 đến 50% trọng lượng. Mỹ phẩm dạng nhũ tương nước trong dầu dùng cho da theo sáng chế chứa thành phần (e) bột mà cảm giác trơn rít giống như có bột trên da theo thời gian sau khi dùng được ngăn chặn,  đồng thời có độ thích ứng tốt với da khi dùng và độ bám dính sau khi dùng trên da được cải thiện."
Compositions containing melanin production inhibitory compounds for cosmetics and external use|The present invention relates to compositions comprising at least :  Melacortin receptor 1 inhibitor (MC1-R);  A tyrosinase inhibitor derived from vitamin C and a substance that inhibits the transport of melanin particles to keratin cells. The composition of the invention can be used in cosmetics and can be used to prepare pigment-type products for whitening and/or brightening skin.,一种含有黑色素生成抑制化合物的组合物，用于化妆品和皮肤外|本发明涉及至少含有 : Melacortin受体1抑制剂(MC1-R)的组合物； 一种来源于维生素C的酪氨酸酶抑制剂和一种抑制黑色素颗粒向角蛋白细胞转运的物质。 本发明所述组合物可用于化妆品中，并可用于制备用于美白和/或提亮皮肤的色素型产品。,CHẾ PHẨM CHỨA HỢP CHẤT ỨC CHẾ TẠO MELANIN DÙNG CHO MỸ PHẨM VÀ DÙNG NGOÀI DA|Sáng chế đề cập đến chế phẩm chứa ít nhất :  một chất ức chế thụ thể melacortin 1 (MC1-R);  một chất ức chế tyrosinaza có nguồn gốc từ vitamin C và một chất ức chế sự vận chuyển hạt melanin đến các tế bào keratin. Chế phẩm theo sáng chế có thể sử dụng trong mỹ phẩm và dùng ngoài da để bào chế các sản phẩm loại sắc tố để làm trắng da và/hoặc làm sáng da.
"Sugar-containing product and method of making such product|The present invention relates to products containing sugar xylose (e.g. D-xylose or L-xylose and another sweetener,  e.g. Glucose). Examples of products include cosmetic products,  oral care products,  therapeutic products,  nutritional drug products,  diagnostic products,  beverages,  animal food products and human food products. The invention provides a method for producing xylose-containing products using biomass.",含糖产品及生产这种产品的方法|本发明涉及含糖木糖(例如D-木糖或L-木糖和另一种甜味剂，例如葡萄糖)的产品。 举例说明的产品包括化妆品产品，口腔护理产品，治疗产品，营养药物产品，诊断产品，饮料，动物食品产品和人类食品产品。 本发明提供了利用生物质生产含木糖产物的方法。,"SẢN PHẨM CHỨA ĐƯỜNG VÀ PHƯƠNG PHÁP TẠO RA SẢN PHẨM NÀY|Sáng chế đề cập đến các sản phẩm chứa đường xyloza (ví dụ,  D-xyloza hoặc L- xyloza và một chất làm ngọt khác như glucoza). Các sản phẩm làm ví dụ bao gồm sản phẩm mỹ phẩm,  sản phẩm chăm sóc răng miệng,  sản phẩm trị liệu,  sản phẩm dược dinh dưỡng,  sản phẩm chẩn đoán,  đồ uống,  sản phẩm thực phẩm dùng cho động vật,  và sản phẩm thực phẩm dùng cho con người. Sáng chế đề xuất các phương pháp tạo ra các sản phẩm chứa xyloza từ sinh khối."
"Oil-in-water emulsion sunscreen cosmetics|The invention relates to a water-based oil emulsion sunscreen cosmetic which has good hand feeling when in use and can maintain high anti-ultraviolet effect even when in contact with water or sweat after use. The invention relates to an aqueous oil emulsion type sunscreen cosmetic containing an ultraviolet protection agent (A) and a fatty acid (B),  wherein 51% or less of the fatty acid is neutralized and the mixing ratio ((a)/(b)) between the ultraviolet protection agent (A) and the fatty acid (B) is between at least 0.1 and less than 10.0. This cosmetic shows an unheard-of characteristic,  that is,  contact with water will improve its ability to resist ultraviolet rays. Preferably,  such cosmetics also contain an oil component (C) having an inorganic/organic balance (inorganic/organic balance-IOB) ratio equal to 0.5 or more.",水性油乳型防晒化妆品|本发明涉及一种使用时手感良好，使用后即使接触水或汗液也能保持较高抗紫外线效果的水性油乳型防晒化妆品。 本发明涉及一种含紫外线防护剂(A)和脂肪酸(B)的水性油乳型防晒化妆品，该水性油乳型防晒化妆品的特征是51%以下的脂肪酸被中和，紫外线防护剂(A)和脂肪酸(B)之间的混合比例((a)/(b))在至少0.1~小于10.0之间。 这种化妆品表现出一种闻所未闻的特性，即与水接触会提高其抗紫外线能力。 优选地，这种化妆品还含有无机/有机平衡(无机值/有机值平衡-IOB)比等于0.5或更大的油成分(C)。,"MỸ PHẨM CHỐNG NẮNG DẠNG NHŨ TƯƠNG DẦU TRONG NƯỚC|Sáng chế đề cập đến mỹ phẩm chống nắng dạng nhũ tương dầu trong nước mà đem lại cảm giác tốt khi sử dụng và có khả năng duy trì tác dụng chống tia cực tím ở mức cao ngay cả khi tiếp xúc với nước hoặc mồ hôi sau khi sử dụng. Sáng chế đề cập đến mỹ phẩm chống nắng dạng nhũ tương dầu trong nước chứa chất bảo vệ khỏi tia cực tím (A) và axit béo (B) tạo ra chất rắn ở nhiệt độ trong phòng,  trong đó mỹ phẩm chống nắng dạng nhũ tương dầu trong nước này đặc trưng ở chỗ 51% hoặc ít hơn axit béo được trung hòa,  và tỷ lệ phối chế ((A)/(B)) giữa chất bảo vệ khỏi tia cực tím (A) và axit béo (B) nằm trong khoảng từ ít nhất 0, 1 đến nhỏ hơn 10, 0. Mỹ phẩm này thể hiện đặc tính chưa từng được biết đến là khi tiếp xúc với nước sẽ cải thiện khả năng chống tia cực tím của nó. Tốt hơn là mỹ phẩm này cũng chứa hợp phần dầu (C) có tỷ lệ cân bằng vô cơ/hữu cơ (inorganic value/organic value balance - IOB) bằng 0, 5 hoặc lớn hơn."
"Water-in-oil emulsion sunscreen cosmetics|The invention relates to a water-in-oil emulsion type sunscreen cosmetic,  the dosage of which is between 6% and 40%,  and contains (A) UV anti-ultraviolet agent;  (b) Organic modified clay minerals;  (c) an oil phase thicken;  HBL of that other silicon-based surfactant (B) and (d) is less than 8,  wherein the ratio,  [total amount of component (B) and component (C)]/[total amount of non-volatile oil other than silicone oil of component (E)] is 0.04 or more and less than 0.68.",油包水乳液型防晒化妆品|本发明涉及一种油包水乳液型防晒化妆品，其用量在6%~40%之间，含有(A)UV抗紫外线剂； (b)有机改性粘土矿物； (c)油相增稠剂； 其它(B)和(d)硅基表面活性剂的HBL小于8，其中，其比值，[组分(B)和组分(C)的总量]/[组分(E)除硅油外的非挥发油的总量]为0.04以上小于0.68。,"MỸ PHẨM CHỐNG NẮNG DẠNG NHŨ TƯƠNG NƯỚC TRONG DẦU|Sáng chế đề cập đến mỹ phẩm chống nắng dạng nhũ tương nước trong dầu chứa (A) chất chống tia cực tím uv với lượng nằm trong khoảng từ 6% đến 40%;  (B) khoáng sét biến đổi hữu cơ;  (C) chất tác nhân làm đặc pha dầu;  khác (B) và (D) chất hoạt động bề mặt trên nền silicon có HBL nhỏ hơn 8,  trong đó tỷ lệ,  [tổng lượng của thành phần (B) và thành phần (C)] / [tổng lượng của (E) các dầu lỏng không bay hơi ngoại trừ các dầu silicon],  là 0, 04 hoặc lớn hơn và nhỏ hơn 0, 68."
