sentence_A,sentence_B,label
"Method and device for displaying keywords|According to an exemplary embodiment,  The invention provides a method for displaying content related keywords,  The method comprises the following steps :  Words included in one or more contents generated throughout the first cycle are classified based on predetermined criteria,  And a representative word is determined to represent the word being classified,  Defines some representative words as keywords that need to be displayed on the screen,  And displaying keywords and information related to keywords on the screen based on the first cycle,  Wherein the keyword-related information includes information about the frequency of the keyword and the correlation between the plurality of keywords,  The keyword-related information further includes at least one of first change information indicating a frequency change direction and second change information indicating a correlation change direction,  a keyword display device or a computer readable recording device for executing a keyword display method,  and a computer program for executing the keyword display method;  Image1nh.",显示关键字的方法和装置|根据作为示例的实施例， 本发明提出了一种显示内容相关关键字的方法， 该方法包括以下步骤 :  基于预定标准对在整个第一周期中产生的一个或多个内容中包括的字进行分类，并确定代表字以表示被分类的字， 将部分有代表性的单词定义为需要在屏幕上显示的关键字， 以及基于第一周期在屏幕上显示关键词和与关键词相关的信息， 其中关键词相关信息包括关于关键词的频率和多个关键词之间的相关性的信息， 关键词相关信息还包括指示频率变化方向的第一变化信息和指示相关性变化方向的第二变化信息中的至少一个，用于执行关键词显示方法的关键词显示装置或计算机可读记录装置，包括用于执行关键词显示方法的计算机程序&lt；image1nh。,0.0
"A charging system and a charging cable for a portable terminal device.|Wherein the summary of the present invention will appear in the advertisement bulletin on page 1 :  the summary of the present invention on page 1 is a charging compression system for portable terminal equipment,  the present invention comprises a compression platform;  A charge detachably securing the portable terminal device and the compression cable thereto;  A charger detachably mounted on a portable terminal device. The charging platform has the following parts;  Is a connector of a portable terminal device mounted thereon and a placement portion of the connector charged thereon;  The platform is configured to be adjacent to a charging connector of the portable terminal device;  The charging connector is mounted on a charging connector mounting member of a portable terminal device. A cable for use;  Said charge injector having a connector portion,  said connector injecting charge through said cable,  said cable being configured to cause the May morning to come into contact with;  A rechargeable connector for a portable terminal device,  wherein a rechargeable cable is mounted on the portion;  This is to charge the portable terminal device.",用于便携式终端设备的充电系统和充电电缆。|其中，本发明摘要将出现在第1页的广告公告中：第1页的本发明摘要为用于便携式终端设备的充电压缩系统，本发明包括一个压缩平台；可拆卸地将便携式终端设备和压缩电缆固定在其上的电荷；通过可拆卸的方式安装在便携式终端设备上的充电器。该充电平台具有以下部分；是安装在其上的便携式终端设备的连接器和充电在其上的连接器的放置部分；所述平台被配置成与所述便携式终端设备的充电连接器相邻；安装在便携式终端设备的充电连接器安装部件上。使用的电缆；所述电荷注入器具有连接器部分，所述连接器通过所述电缆注入电荷，所述电缆被配置成使Mayan早晨与；一种便携式终端设备的充电式连接器，其中充电式电缆安装在该部分上；这是给便携式终端设备充电。,0.0
折叠显示单元|本发明涉及折叠显示器。 这种折叠显示单元包括 : 柔性显示面板，该柔性显示面板包括弯曲部分； 以及一折叠单元，该折叠单元支撑该柔性显示面板，并将该柔性显示面板的前表面向内和向外折叠。 折叠单元包括铰链组件，该铰链组件可同时沿顺时针和逆时针方向弯曲和支撑柔性显示面板的弯曲部分。 &L；Image1,BỘ HIỂN THỊ GẬP|&lt; Image1 Sáng chế đề cập đến bộ hiển thị gập. Bộ hiển thị gập này bao gồm :  bảng hiển thị mềm dẻo bao gồm phần uốn cong;  và bộ phận gập đỡ bảng hiển thị mềm dẻo và việc gập bề mặt trước của -bảng hiển thị mềm dẻo vào trong và ra ngoài. Bộ phận gập bao gồm cụm bản lề uốn cong và đỡ phần uốn cong của bảng hiển thị mềm dẻo một cách đồng thời theo chiều kim đồng hồ và ngược chiều kim đồng hồ.&lt; Image1,0.0
一种在服务开始时通知用户关于与用户对应且正在充电的可充电电池有关的充电进展的方法和系统|本发明涉及一种方法，用于在所安排的服务开始时，将与用户对应且正在充电的充电电池(1)有关的充电进度通知用户。 服务端将与用户相对应的用户标识符和与可充电电池(1)相对应的电池标识符发送到虚拟服务器(2)。 当充电电池(1)正由服务头的充电器(5)充电时，服务头通过虚拟服务器(2)周期性地将充电推进到用户的电子设备。,PHƯƠNG PHÁP VÀ HỆ THỐNG THÔNG BÁO CHO NGƯỜI SỬ DỤNG VỀ TIẾN TRÌNH SẠC LIÊN QUAN ĐẾN PIN SẠC MÀ TƯƠNG ỨNG VỚI NGƯỜI SỬ DỤNG VÀ ĐANG ĐƯỢC SẠC TẠI ĐẦU DỊCH VỤ|Sáng chế đề cập đến phương pháp thông báo cho người sử dụng về tiến trình sạc liên quan đến pin sạc (1) mà tương ứng với người sử dụng và đang được sạc tại đầu dịch vụ được bố trí. Đầu dịch vụ truyền định danh người sử dụng tương ứng với người sử dụng và định danh pin tương ứng với pin sạc (1) đến máy chủ ảo (2). Đầu dịch vụ truyền định kỳ tiến trnh sạc đến thiết bị điện tử của người sử dụng thông qua máy chủ ảo (2) khi pin sạc (1) đang được sạc bằng bộ sạc (5) của đầu dịch vụ.,0.0
"Organic Light Emitting Diiodine Display Device|The invention relates to an organic light emitting double display device,  which comprises :  a substrate including a plurality of sub-pixels,  each sub-pixel including a display area and a non-display area surrounding the display area,  the display area including a first display area in the center of the display area and a second display area surrounding the first display area;  A first electrode is formed in the display area;  An organic light emitting layer is formed on the first electrode and extends to the non-display region;  A third electrode is formed on a portion of the organic light emitting layer in the first display region;  And a second electrode formed on the third electrode and the organic light emitting layer,  wherein the first and third electrodes can realize micropore effect. & LT;  Image1;",有机发光二极管显示器件|本发明涉及一种有机发光二重显示装置，该有机发光二重显示装置包括 : 基板，包括多个子像素，每个子像素包含显示区和包围显示区的非显示区，显示区包含显示区中心的第一显示区和包围第一显示区的第二显示区； 第一电极形成于显示区域内； 有机发光层形成在第一电极上并延伸至非显示区域； 第三电极形成在第一显示区域中有机发光层的部分上； 以及第二电极，形成在第三电极和有机发光层上，其中，第一和第三电极可实现微孔效应。&LT；Image1；,0.0
"Elastic gel composition and liner cosmetic containing same|The invention relates to a hydrophobic modified polyether type urea-formaldehyde thickening oil-in-water emulsifier composition,  which has improved high temperature stability and can produce a single hand feeling like a pie. In particular,  the present invention relates to a differential elastic gel composition in which a hydrophobically modified polyether urea has been incorporated into an oil-in-water emulsion containing oil droplets with an average particle size of 150nm or less. The elastic gel composition is transparent or translucent,  gives an elastic feeling such as pudding,  has good viscosity stability at high temperature,  and is suitable for being used as cosmetic lining. Hydrophobically modified polyether urea,  PEG-240/decyltetradecane-20/HDI copolymer is preferred. The invention also relates to liner cosmetics containing such elastic gel compositions.",弹性凝胶组合物和含有此组合物的化妆品衬里|本发明涉及一种疏水改性聚醚型脲醛增稠水包油乳化剂组合物，该组合物具有改善的高温稳定性，并能产生像馅饼一样的单一手感。 具体地说，本发明涉及一种差别弹性凝胶组合物，疏水改性聚醚脲已掺入含有平均粒径150nm或更小的油滴的水包油乳液中。 该弹性凝胶组合物为透明或半透明，给人的弹力感觉如布丁，在高温下具有良好的粘度稳定性，适合用作化妆品衬里。 疏水改性聚醚脲，若以PEG-240/癸基十四碳-20/HDI共聚物为佳。 本发明还涉及含有这种弹性凝胶组合物的内衬化妆品。,0.0
"Transport vehicle power supply unit,  transport vehicle lighting system,  and transport vehicle lighting system power supply method|The invention provides a transportation vehicle power supply device,  a transportation vehicle lighting system and a power supply method for the transportation vehicle lighting system. The transport vehicle power supply device comprises a power supply module and a control module coupled with the power supply module;  The power supply module comprises a solar energy module,  a battery charging controller,  a battery and a constant current source,  which are coupled in turn. In the control module,  the light intensity of the medium used by the conveyance is detected by the light intensity detection unit,  and the vibration of the conveyance is detected by the vibration detection unit. The processor judges whether to allow the power supply module to supply power to the light emitting device according to at least the relationship between the light intensity and the first threshold and the relationship between the vibration and the second threshold. & LT;  Image1",运输车辆供电装置，运输车辆照明系统和运输车辆照明系统供电方法|本发明提出了一种运输车辆供电装置，运输车辆照明系统和运输车辆照明系统的供电方法。 这种运输车辆电源装置包括 : 电源模块和与电源模块耦合的控制模块； 电源模块包括太阳能模块，电池充电控制器，电池和恒流源，依次耦合。 在控制模块中，通过光强检测单元检测运输工具使用的介质的光强，通过振动检测单元检测运输工具的振动。 处理器至少根据光强与第一阈值之间的关系以及振动与第二阈值之间的关系来判断是否允许电源模块向发光器件供电。&LT；Image1,0.0
"A charging system and a charging cable for a portable terminal device.|Wherein the summary of the present invention will appear in the advertisement bulletin on page 1 :  the summary of the present invention on page 1 is a charging compression system for portable terminal equipment,  the present invention comprises a compression platform;  A charge detachably securing the portable terminal device and the compression cable thereto;  A charger detachably mounted on a portable terminal device. The charging platform has the following parts;  Is a connector of a portable terminal device mounted thereon and a placement portion of the connector charged thereon;  The platform is configured to be adjacent to a charging connector of the portable terminal device;  The charging connector is mounted on a charging connector mounting member of a portable terminal device. A cable for use;  Said charge injector having a connector portion,  said connector injecting charge through said cable,  said cable being configured to cause the May morning to come into contact with;  A rechargeable connector for a portable terminal device,  wherein a rechargeable cable is mounted on the portion;  This is to charge the portable terminal device.",ระบบอัดประจุและสายเคเบิลที่ใช้อัดประจุสำหรับอุปกรณ์ปลายทางแบบพกพา|บทสรุปการประดิษฐ์ซึ่งจะปรากฏบนหน้าประกาศโฆษณา   : หน้า 1 ของจำนวน 1 หน้าบทสรุปการประดิษฐ์ระบบอัดประจุสำหรับอุปกรณ์ปลายทางแบบพกพาของการประดิษฐ์นี้จะมีส่วนที่เป็นแท่นอัด; ประจุซึ่งอุปกรณ์ปลายทางแบบพกพาถูกวางติดตังอยู่บนนั้นโดยให้ถอดออกได้ และสายเคเบิลที่ใช้อัด; ประจุซึ่งถูกวางติดตั้งกับอุปกรณ์ปลายทางแบบพกพาโดยให้ถอดออกได้ แท่นอัดประจุดังกล่าวจะมีส่วนที่; เป็นส่วนวางติดตั้งขั้วต่อซึ่งอุปกรณ์ปลายทางแบบพกพาถูกวางติดตั้งอยู่บนนั้น และขั้วต่อที่อัดประจุบน; แท่นซึ่งถูกจัดโครงแบบให้เข้ามายันประชิดกับขั้วต่อที่อัดประจุแล้วของอุปกรณ์ปลายทางแบบพกพาที่; ถูกวางติดตั้งไว้บนส่วนวางติดตั้งขั้วต่ออันเป็นการอัดประจุอุปกรณ์ปลายทางแบบพกพา สายเคเบิลที่ใช้; อัดประจุดังกล่าวจะมีส่วนที่เป็นขั้วต่อที่อัดประจุผ่านสายเคเบิลซึ่งถูกจัดโครงแบบให้เช้ามายันประชิดกับ; ขั้วต่อที่อัดประจุแล้วของอุปกรณ์ปลายทางแบบพกพาซึ่งสายเคเบิลที่ใช้อัดประจุนั้นถูกวางติดตั้งกับส่วน; นั้นอันเป็นการอัดประจุอุปกรณ์ปลายทางแบบพกพา,0.0
"Communication method and apparatus,  and readable computer storage object|The invention provides a communication method and device,  and a computer readable storage object. The method comprises the following steps :  acquiring an input sequence with rate matching,  wherein the output sequence is a retransmission sequence corresponding to a transmission block (transmission block,  TB),  the output sequence comprises M code block groups (code block,  CB),  the value of M is less than the number of CB groups obtained after TB segmentation,  and the M CB groups comprise CT and CB;  And speed matching is carried out on CT and CB,  wherein the length of the output sequence matches the speed of each block in CT,  and CB meets the following conditions :  when. This method is suitable for systems based on CB group transmission,  making full use of resources as much as possible,  thus improving performance. & LT;  Image1 & LT;  Image2 & LT;  Image3 & LT;  Image4",通信方法和设备，以及计算机可读存储对象|本发明提供了一种通信方法和装置，以及计算机可读存储对象。 该方法包括步骤 : 获取速率匹配的输入序列，其中输出序列为与传输块(传输块，TB)对应的重传序列，输出序列包括M个码块组(码块，CB)，M的值小于TB分段后得到的CB组数，M个CB组包括CT，CB； 以及对CT，CB进行速度匹配，其中输出序列的长度匹配CT中各块的速度，CB满足以下条件 : 当。 该方法适用于基于CB组进行传输的系统，尽可能充分利用资源，从而提高性能。&LT；Image1&LT；Image2&LT；Image3&LT；Image4,0.0
这种电子设备及其操作方法|本发明涉及一种电子设备及其操作方法。 包括显示器的方法和设备， 指纹传感器形成在显示器的显示区域的至少一部分中， 和处理器， 其中，所述处理器被配置为确定包括要在屏幕上显示的至少一个对象的内容，当内容与指纹信息获取操作无关时，在预定位置显示至少一个对象，当内容与指纹信息获取操作相关时，在形成指纹传感器的显示区域的至少一部分中显示至少一个对象。 本发明还可以具有其他实施例。,"THIẾT BỊ ĐIỆN TỬ VÀ PHƯƠNG PHÁP HOẠT ĐỘNG CỦA THIẾT BỊ ĐIỆN TỬ NÀY|Sáng chế đề cập tới thiết bị điện tử và phương pháp hoạt động của thiết bị điện tử này. Phương pháp và thiết bị bao gồm màn hình,  cảm biến vân tay được tạo thành trong ít nhất một phần của vùng hiển thị của màn hình,  và bộ xử lý,  trong đó bộ xử lý được tạo cấu hình để xác định nội dung bao gồm ít nhất một đối tượng được hiển thị trên màn hình,  khi nội dung không liên quan tới hoạt động thu nhận thông tin dấu vân tay,  thì hiển thị ít nhất một đối tượng ở vị trí định trước,  và khi nội dung liên quan tới hoạt động thu nhận thông tin dấu vân tay,  thì hiển thị ít nhất một đối tượng trong ít nhất một phần của vùng hiển thị mà trong đó cảm biến vân tay được tạo thành. Sáng chế cũng có thể có các phương án khác.",0.0
"用于操作移动设备和接入点的方法，用于这些设备的控制器以及计算机可读的非正向存储介质|本发明涉及用于操作移动设备的方法，用于操作接入点的方法，用于这些设备的控制器以及计算机可读的非正向存储介质。 移动设备(201, 203, 205, 207, 209, 303, 501)包括主接收机(507)和唤醒接收机(509)，通过循环测试操作以接收(401)被配置为由唤醒接收机(509)接收的第一信号(S2，S4)。 对于每个测试(i)，产生(403)检测结果，该检测结果指示是否已经以满足预定最小质量标准的信号质量接收到第一信号。 检测结果中的一个或多个被用来(405)作为判定唤醒接收机(509)是否在接入点(211, 301, 801)范围内的依据。 移动设备(201, 203, 205, 207, 209, 303, 501)的操作响应于(407)判定唤醒接收机(509)不在接入点(21.301.801)的范围内而被调整(413)。","PHƯƠNG PHÁP ĐỂ VẬN HÀNH THIẾT BỊ DI ĐỘNG VÀ ĐIỂM TRUY NHẬP,  BỘ ĐIỀU KHIỂN CHO CÁC THIẾT BỊ NÀY,  VÀ PHƯƠNG TIỆN LƯU TRỮ KHÔNG CHUYỂN TIẾP ĐỌC ĐƯỢC BỞI MÁY TÍNH|Sáng chế đề cập đến phương pháp để vận hành thiết bị di động,  phương pháp để vận hành điểm truy nhập,  bộ điều khiển cho các thiết bị này,  và phương tiện lưu trữ không chuyển tiếp đọc được bởi máy tính. Thiết bị di động (201,  203,  205. 207. 209. 303,  501) bao gồm bộ nhận chính (507) và bộ nhận đánh thức (509) được vận hành nhờ thử theo chu kỳ để nhận (401) tín hiệu thứ nhất (S2,  S4) mà được tạo cấu hình để nhận bởi bộ nhận đánh thức (509). Đối với mỗi sự thử (i),  kết quả phát hiện được tạo ra (403) mà chỉ báo liệu tín hiệu thứ nhất đã được nhận với chất lượng tín hiệu mà thỏa mãn tiêu chuẩn chất lượng tối thiểu được xác định trước. Một hoặc nhiều trong các kết qua phát hiện được sử dụng (405) như cơ sở để quyết định liệu bộ nhận đánh thức (509) nằm trong phạm vi của điểm truy nhập (211,  301,  801) hay không. Sự vận hành của thiết bị di động (201,  203,  205,  207,  209,  303,  501) được điều chỉnh (413) để đáp lại (407) quyết định là bộ nhận đánh thức (509) không nằm trong phạm vi của điểm truy nhập (211. 3 01. 801).",0.0
"Wearable electronic device|The invention relates to a wearable electronic device. According to the present invention,  such a wearable electronic device includes a device body having a touch screen and a processor. The wearable electronic device also has a tape connected to the device body and an optical sensor disposed inside or on the tape. The optical sensor rotates outward from the tape to take an image. The processor communicates with the optical sensor to process the captured image.","THIẾT BỊ ĐIỆN TỬ ĐEO ĐƯỢC|Sáng chế đề cập tới thiết bị điện tử đeo được. Theo sáng chế,  thiết bị điện tử đeo đươc này bao gồm thân thiết bị có màn hình cảm ứng và bộ xử lý. Thiết bị điện tử  đeo được này còn có dây đeo được nối với thân thiết bị và bộ cảm biến quang được bố trí bên trong hoặc trên dây đeo. Bộ cảm biến quang quay ra ngoài từ dây đeo để chụp ảnh. Bộ xử lý truyền thông với bộ cảm biến quang để xử lý các ảnh chụp được.",0.0
发电系统，控制装置和发电系统控制方法|本发明涉及一种发电系统，控制装置和控制该发电系统的方法。 提供一种发电系统，该发电系统能够进行系统连接，而所产生的功率不超过与商业电力系统相关联的功率。 发电系统10包括 : 太阳能发电装置11，风力发电装置14，结构上用于储存电力的储能电池装置17，以及结构上用于发送控制驱动太阳能发电装置11，风力发电装置14和储能电池装置17的装置的命令的控制装置20。 当预测的总发电量值超过商业电力系统的互联容量时， 基于通过对太阳能发电设备设施11的发电功率和风能发电设备设施14的发电功率进行预测得到的太阳能发电设备设施和风能发电设备设施的预测发电功率总值， 以及基于当前时刻的储能电池装置17的储能电池装置17的储能电池功率的可充电功率值，控制单元20改变储能电池装置17的放电时间和放电率中的至少一个，以进行不超过链路功率的放电控制，从而在预测超过链路功率的时刻吸收超过链路功率的产生的功率。 &L；Image1,"HỆ THỐNG PHÁT ĐIỆN,  THIẾT BỊ ĐIỀU KHIỂN VÀ PHƯƠNG PHÁP ĐIỀU KHIỂN HỆ THỐNG PHÁT ĐIỆN|Sáng chế đề cập đến hệ thống phát điện,  thiết bị điều khiển và phương pháp điều khiển hệ thống phát điện. Hệ thống phát điện được cung cấp có khả năng thực hiện kết nối hệ thống mà không có điện năng được tạo ra vượt quá công suất liên kết đối với hệ thống điện thương mại. Hệ thống phát điện 10 gồm có  :  trang thiết bị phát điện bằng năng lượng mặt trời 11,  trang thiết bị phát điện bằng năng lượng gió 14,  trang thiết bị ắc quy trữ điện 17 được tạo kết cấu để tích trữ điện năng,  và thiết bị điều khiển 20 được tạo kết cấu để truyền lệnh để điều khiển các thiết bị mà điều khiển thiết bị phát điện bằng năng lượng mặt trời 11,  thiết bị phát điện bằng năng lượng gió 14 và trang thiết bị ắc quy trữ điện 17 . Khi tổng giá trị điện năng được tạo ra được đự báo được dự báo vượt quá công suất liên kết cho hệ thống điện thương mại,  dựa trên tổng giá trị năng lượng được tạo ra được dự báo của trang thiết bị phát điện bằng năng lượng mặt trời và trang thiết bị phát điện bằng năng lượng gió mà thu được bằng việc dự báo điện năng được tạo ra của trang thiết bị phát điện bằng năng lượng mặt trời 11 và điện năng được tạo ra của trang thiết bị phát điện bằng năng lượng gió 14,  và giá trị điện năng có thể nạp được dựa trên công suất ắc quy của trang thiết bị ắc quy trữ điện 17 tại thời điểm hiện thời,  thiết bị điều khiển 20 thay đổi ít nhất một trong số thời gian xả và tốc độ xả của trang thiết bị ắc quy trữ điện 17 để thực hiện điều khiển xả không vượt quá công suất liên kết,  để điện năng được tạo ra vượt quá công suất liên kết được hấp thụ tại thời điểm khi công suất liên kết được dự báo là vượt quá. &lt; Image1",0.0
"Waterproof permeable cosmetic pump hose|The invention relates to a cosmetic pump nozzle,  which comprises a pressure head (10) composed of a pressure head body (11);  Cylinder (30);  The cylinder end is connected with the upper end of the cylinder and has an inner hole;  A threaded cage pipe (20) is connected with the cylinder head;  And a piston rod (40),  one end of which is connected with the head body,  and the other end extends into the cylinder and is made together with the piston rod (50). The cosmetic pump nozzle includes a neck holding tube (13) formed on the indenter body. A first ramp portion is created on the lower portion of the neck cage tube,  and a second ramp portion matching the first ramp portion is created on the top of the threaded cage tube. The cosmetics pump faucet with the above structure can ensure external sealing when the cosmetics pump faucet is in a standby state or a locked state,  and prevent water from infiltrating into the cosmetics pump faucet during bathing. & LT;  IMAGE1","VÒI BƠM MỸ PHẨM CHỐNG SỰ XÂM NHẬP CỦA NƯỚC|Sáng chế đề cập đến vòi bơm mỹ phẩm gồm có :  đầu nhấn (10) gồm có thân đầu nhấn (11);  xylanh (30);  đầu xylanh được nối với đầu trên của xylanh và có lỗ bên trong;  ống lồng có ren (20) nối với đầu xylanh;  và cần pittông (40),  với một đầu được nối với thân đầu nhấn,  và đầu kia kéo dài vào xylanh và được tạo với pittông (50). Vòi bơm mỹ phẩm gồm có ống lồng cổ (13) được tạo trên thân đầu nhấn. Phần dốc thứ nhất được tạo trên phần dưới của ống lồng cổ và phần dốc thứ hai khớp với phần dốc thứ nhất được tạo trên đỉnh của ống lồng có ren. Vòi bơm mỹ phẩm có kết cấu nêu trên có thể đảm bảo sự bịt kín chống lại bên ngoài khi vòi bơm mỹ phẩm ở trạng thái chờ hoặc trạng thái khóa trên,  để ngăn nước thấm vào vòi bơm mỹ phẩm trong khi tắm.&lt; Image1",0.0
"Natural product enzyme containing lactic acid bacteria and production method thereof|The invention relates to a natural product enzyme containing lactic acid bacteria and a method for producing the enzyme,  more particularly to a fermentation enzyme derived from the natural product,  which is obtained by inoculating lactic acid bacteria into natural products,  including ginseng,  koryo spruce,  perilla,  onion and seaweed,  and then fermenting. According to the invention,  the natural product enzyme is produced by utilizing the lactic acid production natural product enzyme method,  so that the natural physiological and chemical active components existing in the natural product and the active components further produced by lactic acid bacteria fermentation can be effectively utilized. Therefore,  the present invention is useful in the food industry. & L;  Image1",含乳酸菌的天然产物酶及生产该酶的方法|本发明涉及含乳酸菌的天然产物酶及生产此酶的方法，更具体地说是指从天然产物衍生的发酵酶，将乳酸菌接种到天然产物中，包括人参，高丽云杉，紫苏，洋葱和海藻中，然后发酵而得，生产此酶的方法。 本发明利用乳酸生产天然产物酶的方法生产天然产物酶，使得天然产物中存在的天然生理化学活性成分和乳酸菌发酵进一步生产的活性成分得以有效利用。 因此，本发明在食品工业中是有用的。 &L；Image1,0.0
车辆诊断数据存储系统及电力存储装置|本发明涉及一种车辆诊断数据存储系统及功率存储装置。 由收集，充电和分配机器组成的网络将收集，充电和分配便携式储能设备(例如，电池，超级电容器或具有超大电容的电容器)。 使用便携式电源存储装置的车辆的车辆诊断数据在使用相应车辆的便携式电源存储装置的同时被存储在便携式电源存储装置的猜测脚数据存储系统上。 当用户在采集，充电，配电机中安装便携式储电装置，或处于采集，充电，配电机的无线通信范围内时，采集，充电，配电机与便携式储电装置之间建立连接。 然后，采集，充电和分配机器读取存储在便携式电力存储设备的诊断数据存储系统上的车辆诊断数据，并提供与此诊断数据相关的信息。,"HỆ THỐNG LƯU TRỮ DỮ LIỆU CHẨN ĐOÁN XE VÀ THIẾT BỊ LƯU TRỮ ĐIỆN NĂNG|Sáng chế đề cập đến hệ thống lưu trữ dữ liệu chẩn đoán xe và thiết bị lưu trữ điện năng. Mạng lưới gồm các máy thu thập,  nạp điện và phân phối sẽ thu thập,  nạp điện và phân phối thiết bị lưu trữ điện năng xách tay (ví dụ,  pin,  siêu tụ hoặc tụ có điện dung cực lớn). Dữ liệu chẩn đoán xe của xe sử dụng thiết bị lưu trữ điện năng xách tay được lưu trữ trên hệ thống lưu trữ dữ liệu chân đoán của thiêt bị lưu trữ điện năng xách tay trong khi sử dụng thiết bị lưu trư điện năng xách tay của xe tương ứng. Khi người dùng lắp thiết bị lưu trữ điện năng xách tay trong máy thu thập,  nạp điện và phân phối,  hoặc đang trong phạm vi truyền thông không dây của máy thu thập,  nạp điện và phân phối,  một kết nối được thiết lập giữa máy thu thập,  nạp điện và phân phối và thiết bị lưu trữ điện năng xách tay. Sau đó máy thu thập,  nạp điện và phân phối đọc dữ liệu chẩn đoán xe được lưu trữ trên hệ thống lưu trữ dữ liệu chẩn đoán của thiết bị lưu trữ điện năng xách tay và cung cấp thông tin liên quan đến dữ liệu chẩn đoán này.",0.0
电子蒸发器，电子蒸发器和USB充电机的电池部分|本发明涉及电子蒸发器(60)的电池部分(72)，电池部分(72)包括纵向延伸的本体(6‘)，本体(6’)具有第一端和第二端。 电池部分还包括主体(6‘)中的电源单元(1)和主体(6’)中的控制电路(200)。 电池部分(72)还包括本体(6‘)第二端部的导电接触部(300)，电连接电源单元(1)和控制电路(200)的接触部(300)，该接触部(300)结构成接收外部电和至少一个指令。 本发明还涉及电子蒸发器和USB电动加载器。,"PHẦN PIN CỦA THIẾT BỊ LÀM BAY HƠI ĐIỆN TỬ,  THIẾT BỊ LÀM BAY HƠI ĐIỆN TỬ VÀ BỘ NẠP ĐIỆN USB|Sáng chế đề cập đến phần pin (72) của thiết bị làm bay hơi điện tử (60),  phần pin (72) bao gồm thân (6') kéo dài theo chiều dọc,  thân (6') có đầu thứ nhất và đầu thứ hai. Phần pin cũng bao gồm bộ nguồn điện (1) trong thân (6') và mạch điều khiển (200) trong thân (6'). Phần pin (72) cũng bao gồm bộ phận tiếp xúc dẫn điện (300) tại đầu thứ hai của thân (6'),  bộ phận tiếp xúc (300) nối điện bộ nguồn điện (1) và mạch điều khiển (200),  bộ phận tiếp xúc (300) được tạo kết cấu để nhận điện ngoài và ít nhất một lệnh. Sáng chế cũng đề cập đến thiết bị làm bay hơi điện tử và bộ nạp điện USB.",0.0
充电保护装置，用户终端和充电方法|本发明涉及一种充电保护装置，用户终端和充电方法。 该充电保护装置由微控制器(MCU)，电流检测电路，门电路和输入/输出(I/O)接口组成。 电流检测电路检测流过电力负载电缆的外部充电电流。 电流检测电路将外部充电电流传送给MCU。 单片机利用i/o接口将外部充电电流传送给用户终端，使用户终端计算用户终端检测到的外部充电电流与内部充电电流之间的电流差值，并根据电流差值判断是否产生电路控制指令。 单片机接收用户终端发送的电源电路控制命令，根据电源电路控制命令控制门电路处于闭合状态或打开状态。 根据本发明，在电流充电处理中监测是否存在漏电电流，在出现漏电电流的情况下，利用电充电保护装置及时切断电力负载电缆，从而保护用户终端。 &L；Image1,"THIẾT BỊ BẢO VỆ SẠC ĐIỆN,  THIẾT BỊ ĐẦU CUỐI NGƯỜI DÙNG VÀ PHƯƠNG PHÁP SẠC ĐIỆN|Sáng chế đề cập đến thiết bị bảo vệ sạc điện,  thiết bị đầu cuối người dùng và phương pháp sạc điện. Thiết bị bảo vệ sạc điện bao gồm bộ vi điều khiển (MCU),  mạch dò dòng điện,  mạch cổng,  và giao diện đầu vào/đầu ra (I/O). Mạch dò dòng điện dò dòng sạc điện phía ngoài chạy qua cáp tải điện. Mạch dò dòng điện truyền dòng sạc điện phía ngoài tới MCU. MCU truyền dòng sạc điện phía ngoài tới thiết bị đầu cuối người dùng bằng cách sử dụng giao diện I/O,  sao cho thiết bị đầu cuối người dùng tính toán độ chênh lệch dòng điện giữa dòng sạc điện phía ngoài và dòng sạc điện bên trong được phát hiện bởi thiết bị đầu cuối người dùng,  và xác định,  dựa trên độ chênh lệch dòng điện,  rằng có tạo ra lệnh điều khiển mạch điện hay không. MCU thu lệnh điều khiển mạch điện được gửi bởi thiết bị đầu cuối người dùng,  và điều khiển,  theo lệnh điều khiển mạch điện,  mạch cổng để nằm trong trạng thái đóng hoặc trạng thái mở. Theo sáng chế,  việc dòng điện rò có tồn tại hay không được giám sát trong xử lý sạc điện hiện tại,  và trong trường hợp của dòng điện rò,  cáp tải điện được ngắt kịp thời bằng cách sử dụng thiết bị bảo vệ sạc điện,  để bảo vệ thiết bị đầu cuối người dùng. &lt; Image1",0.0
"Configuration method and device for connection setting of communication device|The invention relates to a device that allows sharing one or more connection parameters with one or more friends,  which may include a processor and a memory that stores computer executable code to enable the device to perform at least operations including detecting one or more connection parameters and associated data of at least one access point. The computer program code may also cause the device to perform the provision of connection parameters,  and the data is combined into inclusion in at least one user profile. The profile may be associated with a social networking service that identifies one or more relationships between one or more identified friends of the user. The computer program code may also enable the device to allow the provision of connection parameters and data associated with at least one user device or one or more friend devices. The invention also relates to corresponding methods and computer program products.",通信设备的连接设置的配置方法和设备|本发明涉及允许与一个或多个朋友共享一个或多个连接参数的设备，其可以包括处理器和存储计算机可执行代码的存储器，以使该设备至少执行包括检测至少一个接入点的一个或多个连接参数和关联数据的操作。 计算机程序代码也可以使设备执行连接参数的提供，并且数据被组合成包含在至少一个用户简档中。 该配置文件可以与识别用户的一个或多个被识别的朋友之间的一个或多个关系的社交网络服务相关联。 计算机程序代码还可以使设备允许提供与至少一个用户设备或一个或多个朋友设备相关联的连接参数和数据。 本发明还涉及相应的方法和计算机程序产品。,0.0
